index,qid1,qid2,qid2_13_text,qid8_text,qid9_text,qid5,qid5_9_text,qid50,qid50_11_text,qid53_text,qid10_1,qid10_2,qid10_3,qid10_4,qid10_5,qid13,qid15_text,qid3,qid4,qid6,qid7,qid7_9_text,qid16,qid17,qid18,qid19_text,qid20,qid21,qid21_6_text,qid22_text,qid39,qid40_text,qid41_text,qid42_text,qid54_text,qid55_text,qid56,qid56_9_text,qid23,qid24_text,qid26,qid25_text,qid27_text,qid52,qid52_3_text,qid28_1,qid28_2,qid49_text,qid38_text,qid43_nps_group,qid43,qid44_text,qid58,qid59_text,q_unansweredpercentage,q_unansweredquestions,duration_secs
22,None of these,"Food Festivals ,Swag/giveaway events ,Pop-up cafes (e.g., bakery, matcha) ",,,,"Free food/snacks,Swag (shirts, water bottles, etc.) ",,"Mexican/Latin (tacos, burritos, empanadas),Asian (Chinese, Japanese, Korean, Thai, etc.)",,Chipotle,0.0,0.0,0.0,0.0,0.0,Yes,50.0,"Friday evenings,Saturday afternoons ,Saturday evenings ","Huge (300-600 people),Large (80-150 people) ,Medium (30-80 people)",Either is fine,"Didn’t hear about it,Bad timing,Too crowded,Event cost",,"Monday,Friday ,Saturday ,Sunday","Evening (4pm–8pm) ,Night (after 8pm)",Yes,Longer study times And yes,A week,"Email,Social media ,Friends",,Email,Freshman,Nursing ,Florida,Food,Korean culture ,April fools day ,"Sports games (Guardians, Cavs, Browns, Monsters),Food and market experiences (West Side Market, Little Italy, AsiaTown),Outdoor/nature spots (Edgewater Beach, Cleveland Metroparks, Cuyahoga Valley National Park)",,Yes,,No,,Fun events with lots of people,,,M,M,,Headphones TV hoodies electric scooter AirPods iPhone ,,,Bigger spaces so its not so crowded when there are a lot of people ,Ninja Creami,No this was good,0.0769230769230769,"QID52,QID8,QID9",439.0
23,"Food Truck Festival,T-shirt or swag giveaways,Drone Show ,Thwing Tuesday","Food Festivals ,Swag/giveaway events ,Pop-up cafes (e.g., bakery, matcha) ",,the therapy dogs during finals was very calming and cute,acai bowls event was a really tasty and different event that i enjoyed,"Free food/snacks,Swag (shirts, water bottles, etc.) ,Socializing/meeting new people ",,"Mexican/Latin (tacos, burritos, empanadas),Italian (pasta, pizza, gelato),Desserts/sweets focused",,mango mango tacologist,5.0,10.0,,,5.0,No,,"Weekday late afternoon (4–6pm) ,Friday evenings,Saturday afternoons ,Saturday evenings ,Sunday afternoons ,Sunday evenings ",Large (80-150 people) , Require advance registration ,Too crowded,,"Friday ,Saturday ,Sunday","Evening (4pm–8pm) ,Night (after 8pm)",Yes,yes,A week,"Email,Social media ",,email,Junior,finance ,new york,italian,unique foods,no there isnt,"Sports games (Guardians, Cavs, Browns, Monsters),Concert venues (House of Blues, Rocket Mortgage FieldHouse, Blossom Music Center),Food and market experiences (West Side Market, Little Italy, AsiaTown)",,Yes,,No,,nothing in particular ,Other:,,S,S,,i REALLY want a ninja creami case merch is always nice shirts ,Passive,8.0,try to spread out times for pick up events to make lines a bit shorter ,Ninja Creami,nope this was great,0.0,,510.0
24,"Food Truck Festival,T-shirt or swag giveaways,Spring Comedian at Severance Hall,Thwing Tuesday","Food Festivals ,Swag/giveaway events ,Sports/spectator events ",,A Cavs game I couldnt make the last one,Cavs game,"Free food/snacks,Swag (shirts, water bottles, etc.) ,Live entertainment",,"American comfort (burgers, BBQ, wings),Mexican/Latin (tacos, burritos, empanadas),Italian (pasta, pizza, gelato),Asian (Chinese, Japanese, Korean, Thai, etc.),Mediterranean/Middle Eastern (Greek, Turkish, Lebanese),Indian/South Asian,African/Caribbean,Desserts/sweets focused",,,0.0,10.0,,,0.0,Yes,,"Weekday lunchtime (12–2pm),Weekday evening (after 6pm) ",No preference,Either is fine,"Didn’t hear about it,Bad timing,Required registration,Other:",Couldnt register due to small availability ,"Monday,Tuesday ,Wednesday ,Thursday ,Friday ","Morning (8am–12pm) ,Evening (4pm–8pm) ,Night (after 8pm)",Yes,Still go to events but ones that dont take as much time,A week,"Email,Social media ,Posters/flyers ,Friends",,,Senior,BME,Boston,,,,"Sports games (Guardians, Cavs, Browns, Monsters),Museums and cultural centers (Cleveland Museum of Art, Rock Hall, Natural History Museum),Food and market experiences (West Side Market, Little Italy, AsiaTown)",,Usually,,No,,,,,L,XL,8.0,anything,Passive,7.0,,Air Fryer,,0.2682926829268293,"QID52,QID42,QID53,QID24,QID54,QID15,QID27,QID59,QID22,QID55,QID44",301.0
25,"Food Truck Festival,T-shirt or swag giveaways,Off-campus trips (e.g., Topgolf, NBA/Cavs game, Columbus trip),Spring Comedian at Severance Hall,Thwing Tuesday","Swag/giveaway events ,Off-campus experiences or trips ,Sports/spectator events ",,Trip to Kalahari in the Fall or during Sweek,Trip to Kalahari in the Fall or during Sweek,"Free food/snacks,Swag (shirts, water bottles, etc.) ,Live entertainment",,"American comfort (burgers, BBQ, wings),Mexican/Latin (tacos, burritos, empanadas),Italian (pasta, pizza, gelato),Desserts/sweets focused",,Cilantro,25.0,100.0,200.0,200.0,20.0,Yes,25.0,"Weekday evening (after 6pm) ,Friday evenings,Saturday afternoons ,Saturday evenings ,Sunday afternoons ,Sunday evenings ","Gigantic (>1000 people),Huge (300-600 people),Large (80-150 people) ",Either is fine,"Didn’t hear about it,Bad timing,Required registration,Event cost,Didn’t interest me",,"Monday,Wednesday ,Friday ,Saturday ,Sunday","Evening (4pm–8pm) ,Night (after 8pm)",Yes,,A week,"Social media ,Posters/flyers ,Friends",,PostersFlyers,Senior,PreLaw,Cleveland Ohio,,Cleveland Sports ,,"Sports games (Guardians, Cavs, Browns, Monsters),Concert venues (House of Blues, Rocket Mortgage FieldHouse, Blossom Music Center),Museums and cultural centers (Cleveland Museum of Art, Rock Hall, Natural History Museum),Shopping/entertainment districts (Crocker Park, Pinecrest, Legacy Village)",,Usually,,No,,,,,L,L,12.0,Hoodies Sweatpants Shirts,Passive,8.0,More spots on best events,Ninja Creami,,0.1463414634146341,"QID52,QID42,QID19,QID24,QID27,QID55",468.0
26,"T-shirt or swag giveaways,UPBeat Spring Concert","Concerts or live music ,Major shows or performances (comedians, drone show, etc.) ,Sports/spectator events ",,More events like spring fest maybe in the fall,Spring fest,"Swag (shirts, water bottles, etc.) ,Competition",,"Mexican/Latin (tacos, burritos, empanadas),Mediterranean/Middle Eastern (Greek, Turkish, Lebanese),Desserts/sweets focused",,More authentic Latin food not just taco barrio cilantro Support more small businesses,10.0,5.0,,,10.0,Yes,500.0,"Weekday evening (after 6pm) ,Saturday afternoons ,Sunday afternoons ,Sunday evenings ",Gigantic (>1000 people),Either is fine,"Required registration,Didn’t interest me",,"Friday ,Saturday ,Sunday",Afternoon (12pm–4pm) ,Yes,,A week,Email,,Social media,Junior,Civil engineering and business ,The Colony TX,Mexicanlatin,More fun activities ,,"Outdoor/nature spots (Edgewater Beach, Cleveland Metroparks, Cuyahoga Valley National Park)",,Usually,,No,,,Other:,,S,M,6.5,Case merch shortspants gift cards for Euclid restaurants or even case cash ,Passive,8.0,less crowded and more efficient ,Ninja Creami, No this was very try easy ,0.0975609756097561,"QID19,QID24,QID27,QID55",375.0
27,"T-shirt or swag giveaways,UPBakery or other pop-up cafes (e.g., Matcha Pop-up),UPBeat Spring Concert,Drone Show ,Thwing Tuesday,Club collaborations (Mahjong, Quidditch, Learn to Be, etc.) ,Arts & Crafts (e.g., Brightening Blooms, UPBling)","Food Festivals ,Concerts or live music ,Sports/spectator events ",,More concerts Maybe host Cleveland or student bands Or ticket giveaways for big concerts ,,"Free food/snacks,Socializing/meeting new people ,Live entertainment",,"American comfort (burgers, BBQ, wings),Mexican/Latin (tacos, burritos, empanadas),Italian (pasta, pizza, gelato),Asian (Chinese, Japanese, Korean, Thai, etc.),Mediterranean/Middle Eastern (Greek, Turkish, Lebanese),Indian/South Asian,African/Caribbean,Desserts/sweets focused,Other:",I just love free food ,A bakery like Goldies maybe I love bagels and donuts ,0.0,15.0,100.0,100.0,30.0,Yes,,"Weekday lunchtime (12–2pm),Weekday evening (after 6pm) ,Friday evenings,Saturday afternoons ,Saturday evenings ",No preference,Either is fine,"Bad timing,Required registration",,"Thursday ,Friday ,Saturday ,Sunday","Evening (4pm–8pm) ,Night (after 8pm)",No,,3–5 days before,"Email,Social media ,Posters/flyers ",,Flyers definitely ,Sophomore,Nursing ,Here ,,,,"Sports games (Guardians, Cavs, Browns, Monsters),Concert venues (House of Blues, Rocket Mortgage FieldHouse, Blossom Music Center),Museums and cultural centers (Cleveland Museum of Art, Rock Hall, Natural History Museum),Food and market experiences (West Side Market, Little Italy, AsiaTown),Outdoor/nature spots (Edgewater Beach, Cleveland Metroparks, Cuyahoga Valley National Park),Shopping/entertainment districts (Crocker Park, Pinecrest, Legacy Village)",,Usually,Campus groups is really difficult to use specifically for searching for events the newsletters or flyers are much easier ,No,,,Vegetarian,,M,L,,Sweatpants I would love branded comfy sweatpants I love stickers too,Passive,7.0,,Ninja Creami,The more specific the short answer question the better its hard to provide general feedback without structure but this one was good ,0.15,"QID9,QID42,QID54,QID27,QID55,QID44",500.0
28,"T-shirt or swag giveaways,UPBakery or other pop-up cafes (e.g., Matcha Pop-up),UPBeat Spring Concert,Drone Show ,Thwing Tuesday,Club collaborations (Mahjong, Quidditch, Learn to Be, etc.) ,Arts & Crafts (e.g., Brightening Blooms, UPBling)","Swag/giveaway events ,Pop-up cafes (e.g., bakery, matcha) ,Concerts or live music ",,,,"Free food/snacks,Swag (shirts, water bottles, etc.) ,Socializing/meeting new people ",,"American comfort (burgers, BBQ, wings),Mexican/Latin (tacos, burritos, empanadas),Italian (pasta, pizza, gelato),Asian (Chinese, Japanese, Korean, Thai, etc.),Indian/South Asian,Desserts/sweets focused",,Tours Les Jours Paris baguette,5.0,20.0,0.0,0.0,0.0,Yes,150.0,"Weekday lunchtime (12–2pm),Weekday late afternoon (4–6pm) ,Weekday evening (after 6pm) ,Saturday afternoons ,Sunday afternoons ,Sunday evenings ,I will attend all events","Large (80-150 people) ,Medium (30-80 people),Small (<20 people)", Require advance registration ,"Didn’t hear about it,Too crowded,Event cost,Didn’t interest me",,"Monday,Tuesday ,Wednesday ,Thursday ,Friday ,Saturday ,Sunday","Morning (8am–12pm) ,Afternoon (12pm–4pm) ,Evening (4pm–8pm) ,Night (after 8pm)",Yes,"Yes
",A week,"Email,Social media ,Posters/flyers ,Friends,Tabling",,Email,Senior,Psychology ,NYC,,,Chinese New Year MidAutumn Festival ,"Concert venues (House of Blues, Rocket Mortgage FieldHouse, Blossom Music Center),Food and market experiences (West Side Market, Little Italy, AsiaTown),Outdoor/nature spots (Edgewater Beach, Cleveland Metroparks, Cuyahoga Valley National Park),Shopping/entertainment districts (Crocker Park, Pinecrest, Legacy Village)",,Usually,,No,,Genuinely care about students small talks ,,,L,XL,,Potsgift card,Passive,8.0,A lot of the times students just cut in line and that seems very unfair to other students who were there early the line just gets longer pushing them back I witness this for the Mango Mango event from Spring semester ,Air Fryer,I think this seems good so far,0.1463414634146341,"QID9,QID8,QID52,QID42,QID24,QID54",517.0
29,"Food Truck Festival,T-shirt or swag giveaways,UPBakery or other pop-up cafes (e.g., Matcha Pop-up),Off-campus trips (e.g., Topgolf, NBA/Cavs game, Columbus trip),UPBeat Spring Concert,Spring Comedian at Severance Hall,Drone Show ,Thwing Tuesday","Food Festivals ,Concerts or live music ,Sports/spectator events ",,Food festivals with food from around the world,Shake shack loved the little mugs,"Free food/snacks,Live entertainment,Cultural representation",,"Mexican/Latin (tacos, burritos, empanadas),Asian (Chinese, Japanese, Korean, Thai, etc.),African/Caribbean",,,10.0,20.0,500.0,300.0,15.0,Yes,750.0,"Weekday late afternoon (4–6pm) ,Weekday evening (after 6pm) ",No preference,Either is fine,"Required registration,Didn’t interest me",,"Monday,Tuesday ,Wednesday ,Thursday ","Evening (4pm–8pm) ,Night (after 8pm)",Yes,I would probably be more available on the weekends yes I would still go to events maybe earlier in the day,Two weeks or more,"Email,Social media ,Friends",,Email and through the Instagram story and posts,Sophomore,Medical anthropology and psychology ,Georgia ,Caribbean ,Hobby clubs like guitar club,Carnival,"Sports games (Guardians, Cavs, Browns, Monsters),Concert venues (House of Blues, Rocket Mortgage FieldHouse, Blossom Music Center),Food and market experiences (West Side Market, Little Italy, AsiaTown)",,Yes,,No,,Cultural events so I can either fell more at home or learn about the cultures Im surrounded by on campus,,,S,S,,Fridge magnets crewneck blankets beanie bean bag chair,Passive,8.0,Make registration times earlier in the afternoon maybe around 6,Air Fryer,,0.075,"QID52,QID53,QID59",489.0
30,"Food Truck Festival,T-shirt or swag giveaways,UPBakery or other pop-up cafes (e.g., Matcha Pop-up),Thwing Tuesday,Arts & Crafts (e.g., Brightening Blooms, UPBling)","Food Festivals ,Swag/giveaway events ,Pop-up cafes (e.g., bakery, matcha) ",,A food experience day just for seniors Seeing as though many seniors will be moving away from CLE in the coming year it would be awesome if UPB brought in local foods for seniors to try one last time,Bingo,"Free food/snacks,Swag (shirts, water bottles, etc.) ,Socializing/meeting new people ",,"American comfort (burgers, BBQ, wings),Mexican/Latin (tacos, burritos, empanadas),Italian (pasta, pizza, gelato),Asian (Chinese, Japanese, Korean, Thai, etc.),Mediterranean/Middle Eastern (Greek, Turkish, Lebanese),Indian/South Asian,African/Caribbean,Desserts/sweets focused",,Barrio Select Little Italy Restaurants Coffee Popups Lunas Bakery ,5.0,30.0,75.0,75.0,5.0,Yes,,"Weekday lunchtime (12–2pm),Weekday evening (after 6pm) ,Sunday evenings ","Large (80-150 people) ,Medium (30-80 people),Small (<20 people)",Either is fine,"Didn’t hear about it,Bad timing",,"Tuesday ,Thursday ","Morning (8am–12pm) ,Evening (4pm–8pm) ",Yes,I am usually studying 247 so I do not usually exit my apartment haha,3–5 days before,"Email,Friends",,Email 100,Senior,Nutritional Biochemistry and Metabolism,Bradford PA USA,Not really,Anything and everything,Anything and everything,"Sports games (Guardians, Cavs, Browns, Monsters),Concert venues (House of Blues, Rocket Mortgage FieldHouse, Blossom Music Center),Food and market experiences (West Side Market, Little Italy, AsiaTown),Outdoor/nature spots (Edgewater Beach, Cleveland Metroparks, Cuyahoga Valley National Park)",,Yes,,No,,Feeling welcome,Other:,,M,M,9.5,Apartment essentials and electronics,Passive,7.0,Nothing,Air Fryer,Less questions,0.0,,419.0
31,"T-shirt or swag giveaways,UPBakery or other pop-up cafes (e.g., Matcha Pop-up),UPBeat Spring Concert,Thwing Tuesday,Arts & Crafts (e.g., Brightening Blooms, UPBling)","Food Festivals ,Swag/giveaway events ,Off-campus experiences or trips ",,Glass blowing but w transportation,Mystery book event,"Free food/snacks,Swag (shirts, water bottles, etc.) ,Learning new things ",,"Asian (Chinese, Japanese, Korean, Thai, etc.),Mediterranean/Middle Eastern (Greek, Turkish, Lebanese),Desserts/sweets focused",,Tour Les Jour,0.0,20.0,500.0,250.0,0.0,Yes,,"Weekday late afternoon (4–6pm) ,Saturday afternoons ,Sunday afternoons ",Large (80-150 people) , Require advance registration ,"Bad timing,Too crowded",,"Monday,Tuesday ,Thursday ,Friday ,Saturday ,Sunday","Afternoon (12pm–4pm) ,Evening (4pm–8pm) ",Yes,,A week,"Email,Social media ,Posters/flyers ,Friends",,social mediaemail,Senior,Nursing ,CT,,,,"Sports games (Guardians, Cavs, Browns, Monsters),Concert venues (House of Blues, Rocket Mortgage FieldHouse, Blossom Music Center),Outdoor/nature spots (Edgewater Beach, Cleveland Metroparks, Cuyahoga Valley National Park),Shopping/entertainment districts (Crocker Park, Pinecrest, Legacy Village)",,Yes,,No,,,,,M,L,7.0,hoodie sweats good quality backpacks good quality water bottles socks,Promoter,9.0,,Ninja Creami,nope,0.2,"QID52,QID42,QID19,QID54,QID15,QID27,QID55,QID44",365.0
32,"T-shirt or swag giveaways,UPBakery or other pop-up cafes (e.g., Matcha Pop-up),Thwing Tuesday","Pop-up cafes (e.g., bakery, matcha) ,Club or organization collaborations ,Sports/spectator events ",,Laser Tag or Kickball Tournament,TShirtSweatshirt give away,"Free food/snacks,Swag (shirts, water bottles, etc.) ,Cultural representation",,"American comfort (burgers, BBQ, wings),African/Caribbean,Desserts/sweets focused",,Anything is fine,0.0,10.0,15.0,15.0,0.0,No,,"Weekday lunchtime (12–2pm),Friday evenings,Saturday evenings ,Sunday evenings ","Large (80-150 people) ,Medium (30-80 people),Small (<20 people)",Either is fine,"Didn’t hear about it,Bad timing,Too crowded,Event cost,Didn’t interest me,Travel time",,"Monday,Thursday ,Friday ,Saturday ,Sunday","Afternoon (12pm–4pm) ,Evening (4pm–8pm) ",Yes,Ensure time for studying I will go to events depending on the time,3–5 days before,"Email,Social media ,Friends",,Email,Junior,Nutritional Biochemistry and Metabolism,North Carolina,Yes WestAfrican,,,"Sports games (Guardians, Cavs, Browns, Monsters),Concert venues (House of Blues, Rocket Mortgage FieldHouse, Blossom Music Center),Shopping/entertainment districts (Crocker Park, Pinecrest, Legacy Village)",,Usually,Ensuring Target Audience is reached,No,,Events,Halal / Kosher,,M,XL,,HoodiesLeather jackets,Passive,8.0,A variety of activities that reaches target audience,Air Fryer,Nope,0.0,,505.0
33,"UPBakery or other pop-up cafes (e.g., Matcha Pop-up),I'm a freshman!","Pop-up cafes (e.g., bakery, matcha) ,Concerts or live music ,Arts & Crafts  ",,,,"Free food/snacks,Swag (shirts, water bottles, etc.) ,Cultural representation",,"Mexican/Latin (tacos, burritos, empanadas),Italian (pasta, pizza, gelato),Asian (Chinese, Japanese, Korean, Thai, etc.)",,,,,,,,Yes,,"Weekday evening (after 6pm) ,Friday evenings,Saturday afternoons ,Saturday evenings ,Sunday afternoons ,Sunday evenings ",Large (80-150 people) ,Either is fine,Didn’t hear about it,,"Thursday ,Saturday ,Sunday","Evening (4pm–8pm) ,Night (after 8pm)",Yes,,3–5 days before,"Email,Social media ,Posters/flyers ,Friends,Tabling",,,Freshman,Data sci  cog sci secondary major ,Bay Area CA USA,taiwanese traditions ,,,"Sports games (Guardians, Cavs, Browns, Monsters),Concert venues (House of Blues, Rocket Mortgage FieldHouse, Blossom Music Center),Museums and cultural centers (Cleveland Museum of Art, Rock Hall, Natural History Museum),Food and market experiences (West Side Market, Little Italy, AsiaTown),Outdoor/nature spots (Edgewater Beach, Cleveland Metroparks, Cuyahoga Valley National Park),Shopping/entertainment districts (Crocker Park, Pinecrest, Legacy Village)",,Usually,,No,,,,,S,M,,,,,,Ninja Creami,,0.375,"QID9,QID8,QID52,QID19,QID53,QID24,QID10,QID54,QID15,QID27,QID59,QID22,QID55,QID38,QID44",416.0
34,"Food Truck Festival,T-shirt or swag giveaways,UPBakery or other pop-up cafes (e.g., Matcha Pop-up),Off-campus trips (e.g., Topgolf, NBA/Cavs game, Columbus trip),UPBeat Spring Concert,Spring Comedian at Severance Hall,Thwing Tuesday","Food Festivals ,Swag/giveaway events ,Pop-up cafes (e.g., bakery, matcha) ",,roll food lunch,spring comedian,"Free food/snacks,Swag (shirts, water bottles, etc.) ",,"Mexican/Latin (tacos, burritos, empanadas),Asian (Chinese, Japanese, Korean, Thai, etc.),Desserts/sweets focused",,dim sum,0.0,15.0,,,,Yes,100.0,"Weekday late afternoon (4–6pm) ,Weekday evening (after 6pm) ,Friday evenings,Saturday afternoons ,Saturday evenings ,Sunday afternoons ,Sunday evenings ",Large (80-150 people) ,Either is fine,"Didn’t hear about it,Bad timing,Required registration,Event cost",,"Wednesday ,Friday ,Saturday ,Sunday","Afternoon (12pm–4pm) ,Evening (4pm–8pm) ,Night (after 8pm)",Yes,more busy no,A week,"Email,Social media ,Posters/flyers ,Friends",,email,Senior,chemical bio,NY,venezuelan food,,,"Sports games (Guardians, Cavs, Browns, Monsters),Concert venues (House of Blues, Rocket Mortgage FieldHouse, Blossom Music Center),Museums and cultural centers (Cleveland Museum of Art, Rock Hall, Natural History Museum),Food and market experiences (West Side Market, Little Italy, AsiaTown),Outdoor/nature spots (Edgewater Beach, Cleveland Metroparks, Cuyahoga Valley National Park),Shopping/entertainment districts (Crocker Park, Pinecrest, Legacy Village)",,Yes,,No,,joining clubs,,,M,M,9.0,hoodies room decor items ,Detractor,6.0,,Air Fryer,,0.125,"QID52,QID54,QID59,QID55,QID44",340.0
